Census year,Block ID,Property ID,Base property ID,Building name,Street address,CLUE small area,Construction year,Refurbished year,Number of floors (above ground),Predominant space use,Accessibility type,Accessibility type description,Accessibility rating,Bicycle spaces,Has showers,x coordinate,y coordinate,Location
2019,2511,617856,617856,,62 Market Street KENSINGTON VIC 3031,Kensington,1990.0,,2.0,House/Townhouse,,,,,,144.9258,-37.7903,POINT (144.9258163 -37.7903404)
2019,522,100993,100993,,228 Bellair Street KENSINGTON VIC 3031,Kensington,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9304,-37.7953,POINT (144.9303698 -37.79529427)
2019,360,102037,102037,,13-15 Cobden Street NORTH MELBOURNE 3051,North Melbourne,1900.0,,2.0,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9571,-37.8052,POINT (144.9571062 -37.80521913)
2019,857,100271,100271,,51 Airlie Street SOUTH YARRA VIC 3141,South Yarra,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9868,-37.8315,POINT (144.9868309 -37.8314605)
2019,860,105535,105535,Leopold Court,11-17 Leopold Street SOUTH YARRA VIC 3141,South Yarra,1950.0,,3.0,Residential Apartment,Low level of accessibility,All entrances have steps,1.0,0.0,False,144.9825,-37.8374,POINT (144.9824803 -37.83739405)
2019,17,103921,103921,Duckboard House,91-93 Flinders Lane MELBOURNE 3000,Melbourne (CBD),1920.0,2008.0,5.0,Unoccupied - Unused,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,0.0,,144.9712,-37.8154,POINT (144.9712178 -37.81541285)
2019,541,111006,111006,,4 McNamara Mews KENSINGTON VIC 3031,Kensington,,,3.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9193,-37.7953,POINT (144.9192971 -37.79527983)
2019,928,608448,608448,,10 Bunjil Way PARKVILLE 3052,Parkville,2006.0,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.941,-37.7805,POINT (144.9409769 -37.78046416)
2019,729,110346,110346,Rivergarden Condos,73-79 Whiteman Street SOUTHBANK VIC 3006,Southbank,2000.0,,22.0,Residential Apartment,High level of accessibility,Main Entrance has ramp,3.0,50.0,False,144.9564,-37.8266,POINT (144.9563549 -37.82663667)
2019,419,104731,104731,,129 Hawke Street WEST MELBOURNE 3003,West Melbourne (Residential),,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9463,-37.8081,POINT (144.9463429 -37.80809664)
2019,510,104638,104638,,36 Hardiman Street KENSINGTON VIC 3031,Kensington,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9328,-37.7959,POINT (144.9328229 -37.79585819)
2019,858,109510,109510,The Oaks,168W-172W Toorak Road SOUTH YARRA VIC 3141,South Yarra,1960.0,,3.0,Residential Apartment,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2.0,0.0,False,144.9855,-37.8378,POINT (144.9855384 -37.83780851)
2019,860,107404,107404,,66 Park Street SOUTH YARRA VIC 3141,South Yarra,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9824,-37.8361,POINT (144.9824203 -37.83606964)
2019,374,100545,100545,,12 Arden Street NORTH MELBOURNE 3051,North Melbourne,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9521,-37.801,POINT (144.9521223 -37.80099937)
2019,860,518694,518694,,79 Leopold Street SOUTH YARRA VIC 3141,South Yarra,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9828,-37.8359,POINT (144.9828016 -37.83594245)
2019,748,110445,110445,,21-23 Coventry Street SOUTHBANK VIC 3006,Southbank,2001.0,,3.0,Parking - Private Covered,Low level of accessibility,All entrances have steps,1.0,0.0,False,144.9703,-37.8292,POINT (144.9702502 -37.82923072)
2019,95,105985,105985,,46 Little La Trobe Street MELBOURNE 3000,Melbourne (CBD),1864.0,1987.0,3.0,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9623,-37.8093,POINT (144.9622513 -37.80929553)
2019,420,108390,108390,,72 Roden Street WEST MELBOURNE 3003,West Melbourne (Residential),,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9486,-37.8068,POINT (144.9485922 -37.80675383)
2019,77,106006,106006,,109-115 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),2019.0,,22.0,Unoccupied - Under Construction,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,36.0,,144.9686,-37.8095,POINT (144.9686039 -37.80945966)
2019,533,100890,100890,,33 Bayswater Road KENSINGTON VIC 3031,Kensington,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9243,-37.7934,POINT (144.9243086 -37.79343957)
2019,2529,615800,615800,,16 Rankins Road KENSINGTON VIC 3031,Kensington,1900.0,,1.0,House/Townhouse,,,,,,144.9316,-37.7892,POINT (144.9316482 -37.78918884)
2019,857,100280,100280,,48 Airlie Street SOUTH YARRA VIC 3141,South Yarra,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9872,-37.8318,POINT (144.9872237 -37.83176161)
2019,1015,108120,108120,,10 Radcliffe Street WEST MELBOURNE 3003,West Melbourne (Industrial),1910.0,,1.0,Manufacturing,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9321,-37.8026,POINT (144.9321014 -37.80259465)
2019,332,629484,629484,,44 Provost Street NORTH MELBOURNE 3051,North Melbourne,2010.0,,3.0,House/Townhouse,Not determined or not applicable,Access has not been rated,0.0,0.0,,144.9467,-37.8018,POINT (144.9466964 -37.80177122)
2019,48,106558,106558,,17 Meyers Place MELBOURNE 3000,Melbourne (CBD),1936.0,,2.0,Equipment Installation,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,0.0,,144.9721,-37.8122,POINT (144.9721388 -37.8122277)
2019,365,102242,102242,,4 Courtney Street NORTH MELBOURNE 3051,North Melbourne,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.95600000000002,-37.8034,POINT (144.9560139 -37.80337719)
2019,113,110671,108118,,133-159 Victoria Street MELBOURNE 3000,Melbourne (CBD),1890.0,,1.0,Retail - Shop,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,0.0,,144.9577,-37.8072,POINT (144.9576923 -37.80723946)
2019,860,105587,105587,,90 Leopold Street SOUTH YARRA VIC 3141,South Yarra,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9833,-37.8356,POINT (144.9833132 -37.83563182)
2019,352,101804,101804,,35 Chapman Street NORTH MELBOURNE 3051,North Melbourne,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9491,-37.7971,POINT (144.9490643 -37.79711926)
2019,48,101110,101110,,45-49 Bourke Street MELBOURNE 3000,Melbourne (CBD),1945.0,2002.0,3.0,Office,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9719,-37.812,POINT (144.9719066 -37.81197497)
2019,361,573297,573297,,1-7 O'Connell Street NORTH MELBOURNE 3051,North Melbourne,1910.0,2007.0,4.0,Residential Apartment,Low level of accessibility,All entrances have steps,1.0,0.0,,144.958,-37.8057,POINT (144.957983 -37.80571983)
2019,91,105470,105470,,456-458 La Trobe Street WEST MELBOURNE 3003,West Melbourne (Residential),1891.0,,2.0,Retail - Shop,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,0.0,,144.9533,-37.8124,POINT (144.9533456 -37.81237736)
2019,568,108804,108804,,4 Sims Square KENSINGTON VIC 3031,Kensington,,,3.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9219,-37.7908,POINT (144.9218826 -37.79075834)
2019,1009,111333,111333,North Melbourne Railway Station,189 Railway Place WEST MELBOURNE 3003,West Melbourne (Industrial),1886.0,2009.0,1.0,Transport,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,0.0,True,144.9419,-37.806999999999995,POINT (144.9419054 -37.80702106)
2019,503,624283,109449,,1 McClure Road KENSINGTON VIC 3031,Kensington,2007.0,1970.0,1.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,,False,144.93,-37.7996,POINT (144.9299594 -37.79958628)
2019,406,106589,106589,,63 Miller Street WEST MELBOURNE 3003,West Melbourne (Residential),,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9456,-37.806,POINT (144.9456085 -37.80596113)
2019,527,563757,563757,,93 Mercantile Parade KENSINGTON VIC 3031,Kensington,2001.0,,3.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9221,-37.797,POINT (144.9221029 -37.79704512)
2019,746,110438,110437,Building D,80 Dorcas Street SOUTHBANK VIC 3006,Southbank,1986.0,1996.0,9.0,Office,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,12.0,True,144.9662,-37.8307,POINT (144.96622 -37.830692)
2019,270,664649,104468,Medical Building 181,230 Grattan Street PARKVILLE 3010,Parkville,,,9.0,Educational/Research,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,0.0,,144.9612,-37.7968,POINT (144.9612401 -37.79675468)
2019,405,109731,109731,,417 Victoria Street WEST MELBOURNE 3003,West Melbourne (Residential),,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9466,-37.8051,POINT (144.9465706 -37.80514461)
2019,2536,615036,615036,,48 Collett Street KENSINGTON VIC 3031,Kensington,1900.0,,1.0,House/Townhouse,,,,,,144.9331,-37.7908,POINT (144.9330976 -37.79083836)
2019,567,102280,102280,,4 Cuffe Walk KENSINGTON VIC 3031,Kensington,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9231,-37.7904,POINT (144.9230839 -37.79044534)
2019,861,523775,523775,,30 Millswyn Street SOUTH YARRA VIC 3141,South Yarra,2012.0,,2.0,House/Townhouse,Not determined or not applicable,Access has not been rated,0.0,0.0,,144.9805,-37.8367,POINT (144.9804743 -37.83674595)
2019,429,109020,109020,,191 Stanley Street WEST MELBOURNE 3003,West Melbourne (Residential),,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9461,-37.8104,POINT (144.9460728 -37.8103703)
2019,332,107751,107751,,58 Provost Street NORTH MELBOURNE 3051,North Melbourne,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9464,-37.8017,POINT (144.9463644 -37.80173387)
2019,558,110155,110155,,44-48 Willis Street KENSINGTON VIC 3031,Kensington,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9182,-37.7935,POINT (144.9181967 -37.79350366)
2019,413,108893,108893,,697 Spencer Street WEST MELBOURNE 3003,West Melbourne (Residential),,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9435,-37.806,POINT (144.9435352 -37.80597438)
2019,104,100169,100169,,104 A'Beckett Street MELBOURNE 3000,Melbourne (CBD),1948.0,,1.0,Equipment Installation,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,0.0,,144.9601,-37.809,POINT (144.9601453 -37.80896079)
2019,111,100859,100859,,42-48 Batman Street WEST MELBOURNE 3003,West Melbourne (Residential),1957.0,1996.0,2.0,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9514,-37.8104,POINT (144.9514301 -37.81040152)
2019,33,100728,100728,Bank House,11-19 Bank Place MELBOURNE 3000,Melbourne (CBD),1903.0,2008.0,6.0,Office,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9602,-37.8166,POINT (144.9601873 -37.81659325)
2019,353,103838,103838,Silloth Terrace,159 Flemington Road NORTH MELBOURNE 3051,North Melbourne,,,2.0,Office,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2.0,,,144.9495,-37.7959,POINT (144.9495275 -37.79585509)
2019,331,100480,100480,,117 Arden Street NORTH MELBOURNE 3051,North Melbourne,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9467,-37.8009,POINT (144.9467392 -37.80087318)
2019,335,601883,601883,,228-232 Dryburgh Street NORTH MELBOURNE 3051,North Melbourne,2015.0,,5.0,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,0.0,,144.9441,-37.8012,POINT (144.9441395 -37.80115491)
2019,309,109160,109160,,10-16 Steel Street NORTH MELBOURNE 3051,North Melbourne,1980.0,1990.0,1.0,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9383,-37.7959,POINT (144.9383111 -37.79589533)
2019,2526,615014,615014,,62-74 Rankins Road KENSINGTON VIC 3031,Kensington,1930.0,1970.0,2.0,Manufacturing,Low level of accessibility,All entrances have steps,1.0,,False,144.9313,-37.791,POINT (144.9312896 -37.7910065)
2019,33,100730,100730,The Melbourne Savage Club,12-16 Bank Place MELBOURNE 3000,Melbourne (CBD),1885.0,,3.0,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1.0,0.0,True,144.9606,-37.8165,POINT (144.9605774 -37.81654513)
2019,543,558078,558078,,7 Mercantile Parade KENSINGTON VIC 3031,Kensington,2002.0,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9203,-37.7952,POINT (144.9203443 -37.79516758)
2019,97,105497,105497,Sefton Apartments,30-34 La Trobe Street MELBOURNE 3000,Melbourne (CBD),1872.0,2000.0,4.0,Residential Apartment,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9677,-37.8081,POINT (144.9677405 -37.8080645)
2019,741,110613,110613,135 Sturt Street,131-139 Sturt Street SOUTHBANK VIC 3006,Southbank,1992.0,,2.0,Office,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0.0,0.0,False,144.9669,-37.8274,POINT (144.9668638 -37.82744299)
2019,347,562198,562198,,12 Glass Street NORTH MELBOURNE 3051,North Melbourne,2000.0,,3.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9491,-37.8019,POINT (144.9491048 -37.80189098)
2019,67,103603,103603,,221-227 Exhibition Street MELBOURNE 3000,Melbourne (CBD),1901.0,,2.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,0.0,,144.9696,-37.8107,POINT (144.9695839 -37.81067064)
2019,331,100669,100669,,6 Baillie Street NORTH MELBOURNE 3051,North Melbourne,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9476,-37.8013,POINT (144.9476024 -37.80128964)
2019,441,108855,108855,,467-473 Spencer Street WEST MELBOURNE 3003,West Melbourne (Residential),,,1.0,Retail - Shop,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9493,-37.8097,POINT (144.9493154 -37.8096805)
