Census year,Block ID,Property ID,Base property ID,Building name,Street address,CLUE small area,Construction year,Refurbished year,Number of floors (above ground),Predominant space use,Accessibility type,Accessibility type description,Accessibility rating,Bicycle spaces,Has showers,x coordinate,y coordinate,Location
2019,569,105054,105054,,34-36 Howlett Street KENSINGTON VIC 3031,Kensington,2003.0,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9219,-37.7902,POINT (144.9219191 -37.79017715)
2019,710,108617,108617,Royce on St. Kilda Road,Royce Hotel 375-385 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),1928.0,2006.0,5.0,Commercial Accommodation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,0.0,False,144.9755,-37.8351,POINT (144.9755401 -37.83508742)
2019,324,110253,110253,,2 Wood Street NORTH MELBOURNE 3051,North Melbourne,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.946,-37.7973,POINT (144.9460241 -37.79726223)
2019,342,648125,648125,,18A Lothian Street NORTH MELBOURNE 3051,North Melbourne,2013.0,,1.0,House/Townhouse,Not determined or not applicable,Access has not been rated,0.0,,,144.9446,-37.8034,POINT (144.9445904 -37.80340198)
2019,511,104633,104633,,64 Hardiman Street KENSINGTON VIC 3031,Kensington,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9341,-37.796,POINT (144.9341151 -37.79600847)
2019,81,576711,576711,,15 Nicholson Place MELBOURNE 3000,Melbourne (CBD),2002.0,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9535,-37.8132,POINT (144.9534551 -37.81323338)
2019,860,107407,107407,,60 Park Street SOUTH YARRA VIC 3141,South Yarra,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9824,-37.8363,POINT (144.9823639 -37.83634357)
2019,561,106343,106343,,31 McAllister Mews KENSINGTON VIC 3031,Kensington,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9201,-37.7927,POINT (144.9200977 -37.79273847)
2019,333,107977,107977,,604 Queensberry Street NORTH MELBOURNE 3051,North Melbourne,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9473,-37.8025,POINT (144.9473099 -37.80254552)
2019,416,104749,104749,,116 Hawke Street WEST MELBOURNE 3003,West Melbourne (Residential),,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9446,-37.809,POINT (144.9445555 -37.80895382)
2019,63,108079,108079,,221-231 Queen Street MELBOURNE 3000,Melbourne (CBD),1972.0,1988.0,12.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,0.0,,144.9598,-37.8136,POINT (144.9597518 -37.81355871)
2019,526,108283,108283,,17 The Ridgeway KENSINGTON VIC 3031,Kensington,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9261,-37.7943,POINT (144.9261369 -37.7942934)
2019,514,108822,108822,,1 Southey Street KENSINGTON VIC 3031,Kensington,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9308,-37.7978,POINT (144.9308395 -37.79784732)
2019,418,108364,108364,,212-218 Roden Street WEST MELBOURNE 3003,West Melbourne (Residential),2009.0,,4.0,Residential Apartment,Low level of accessibility,All entrances have steps,1.0,0.0,False,144.9452,-37.8094,POINT (144.9452142 -37.80940067)
2019,2513,615114,615114,,4 Percy Street KENSINGTON VIC 3031,Kensington,1900.0,,1.0,House/Townhouse,,,,,,144.9263,-37.7914,POINT (144.92634 -37.79135312)
2019,928,610499,610499,,16 Strickland Road PARKVILLE 3052,Parkville,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.942,-37.7778,POINT (144.9420323 -37.77777481)
2019,555,573295,573295,,52 Bateman Road KENSINGTON VIC 3031,Kensington,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9177,-37.7954,POINT (144.9177051 -37.79541881)
2019,567,105068,105068,,3 Howlett Street KENSINGTON VIC 3031,Kensington,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9228,-37.7901,POINT (144.9227866 -37.79011635)
2019,858,109497,109497,,9-11 Tivoli Place SOUTH YARRA VIC 3141,South Yarra,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9865,-37.8361,POINT (144.9864839 -37.83607583)
2019,413,105091,105091,,92 Ireland Street WEST MELBOURNE 3003,West Melbourne (Residential),1901.0,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,0.0,,144.9435,-37.8065,POINT (144.9435115 -37.80650993)
2019,334,105791,105791,,88 Lothian Street NORTH MELBOURNE 3051,North Melbourne,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9451,-37.801,POINT (144.945091 -37.80101307)
2019,2510,618099,618099,,17 Youlden Street KENSINGTON VIC 3031,Kensington,1991.0,,2.0,House/Townhouse,,,,,,144.9259,-37.7892,POINT (144.9259329 -37.78924975)
2019,2524,616059,616059,,3 Wight Street KENSINGTON VIC 3031,Kensington,1900.0,,2.0,House/Townhouse,,,,,,144.9296,-37.7937,POINT (144.9296183 -37.79368474)
2019,859,109878,109878,,79-83 Walsh Street SOUTH YARRA VIC 3141,South Yarra,1880.0,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9848,-37.8361,POINT (144.9848271 -37.83605897)
2019,928,610480,610480,,15 Manchester Lane PARKVILLE 3052,Parkville,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9391,-37.7778,POINT (144.9390611 -37.77778724)
2019,865,102533,102533,Fawkner,1-31 Domain Street SOUTH YARRA VIC 3141,South Yarra,,,3.0,Residential Apartment,Low level of accessibility,All entrances have steps,1.0,0.0,False,144.9779,-37.8369,POINT (144.9779367 -37.83687553)
2019,2530,615875,615875,,10-10B Nottingham Street KENSINGTON VIC 3031,Kensington,1960.0,1970.0,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,False,144.9326,-37.7893,POINT (144.9325999 -37.78925361)
2019,2532,615624,615624,,6 Lambeth Street KENSINGTON VIC 3031,Kensington,1935.0,,1.0,House/Townhouse,,,,,,144.9343,-37.7891,POINT (144.9342804 -37.789077)
2019,327,102350,102350,,141-157 Curzon Street NORTH MELBOURNE 3051,North Melbourne,,,4.0,Residential Apartment,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9484,-37.7996,POINT (144.9483567 -37.79962018)
2019,405,109738,109738,,431 Victoria Street WEST MELBOURNE 3003,West Melbourne (Residential),,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9459,-37.8051,POINT (144.9459051 -37.80508275)
2019,862,102559,102559,,68-70 Domain Street SOUTH YARRA VIC 3141,South Yarra,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9788,-37.8356,POINT (144.9787945 -37.83558746)
2019,270,664635,104468,John Medley Building 191,230 Grattan Street PARKVILLE 3010,Parkville,,,7.0,Educational/Research,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,0.0,,144.9612,-37.7968,POINT (144.9612401 -37.79675468)
2019,2505,618225,618225,,23 Serong Street KENSINGTON VIC 3031,Kensington,1992.0,,2.0,House/Townhouse,,,,,,144.9252,-37.7887,POINT (144.9251683 -37.78874393)
2019,527,574508,574508,,102 Kensington Road KENSINGTON VIC 3031,Kensington,2003.0,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9231,-37.7966,POINT (144.9231484 -37.79657564)
2019,369,103505,103505,,94-96 Errol Street NORTH MELBOURNE 3051,North Melbourne,,,2.0,Office,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2.0,0.0,,144.95,-37.8027,POINT (144.9499872 -37.80269901)
2019,528,556153,556153,,61-63 Wakefield Street KENSINGTON VIC 3031,Kensington,2002.0,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.92,-37.7978,POINT (144.9199969 -37.79782959)
2019,524,106321,106321,,499 Macaulay Road KENSINGTON VIC 3031,Kensington,1910.0,1970.0,2.0,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1.0,0.0,False,144.9295,-37.7946,POINT (144.9294593 -37.79457564)
2019,811,110364,110364,,141-155 City Road SOUTHBANK VIC 3006,Southbank,2015.0,,44.0,Residential Apartment,Low level of accessibility,All entrances have steps,1.0,70.0,False,144.9633,-37.8238,POINT (144.9632528 -37.82376428)
2019,555,110879,110879,,101 The Crescent KENSINGTON VIC 3031,Kensington,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9188,-37.7948,POINT (144.9187661 -37.79478701)
2019,513,103035,103035,,143 Eastwood Street KENSINGTON VIC 3031,Kensington,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9316,-37.7951,POINT (144.9316019 -37.7951366)
2019,786,602733,110589,,1 Phillip Court PORT MELBOURNE VIC 3207,Port Melbourne,,,1.0,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,0.0,False,144.9209,-37.826,POINT (144.9208695 -37.82604925)
2019,435,107473,107473,,25-31 Peel Street WEST MELBOURNE 3003,West Melbourne (Residential),1930.0,,2.0,Unoccupied - Unused,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2.0,0.0,,144.9554,-37.8076,POINT (144.9553514 -37.80759546)
2019,318,101362,101362,,43-45 Canning Street NORTH MELBOURNE 3051,North Melbourne,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9435,-37.7963,POINT (144.9435038 -37.79633888)
2019,503,612527,109449,,77-79 Bakehouse Road KENSINGTON VIC 3031,Kensington,2007.0,1970.0,1.0,Storage,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,,False,144.93,-37.7996,POINT (144.9299594 -37.79958628)
2019,270,664648,104468,Old Engineering Building 173,230 Grattan Street PARKVILLE 3010,Parkville,,,3.0,Educational/Research,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,0.0,,144.9612,-37.7968,POINT (144.9612401 -37.79675468)
2019,562,106836,106836,,38 Musgrove Mews KENSINGTON VIC 3031,Kensington,,,3.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9202,-37.7916,POINT (144.9201559 -37.79161009)
2019,431,108426,108426,,124 Rosslyn Street WEST MELBOURNE 3003,West Melbourne (Residential),1865.0,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9502,-37.8086,POINT (144.9501563 -37.8085576)
2019,322,106296,106296,,183-199 Macaulay Road NORTH MELBOURNE 3051,North Melbourne,1940.0,,2.0,Workshop/Studio,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,0.0,,144.9398,-37.7968,POINT (144.9397758 -37.79678555)
2019,342,105813,105813,,24 Lothian Street NORTH MELBOURNE 3051,North Melbourne,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9447,-37.8033,POINT (144.9446853 -37.80327658)
2019,559,111269,104201,,8 Gatehouse Drive KENSINGTON VIC 3031,Kensington,2007.0,1970.0,1.0,Unoccupied - Unused,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2.0,0.0,False,144.9194,-37.7917,POINT (144.9194078 -37.79172836)
2019,502,103000,103000,,388-398 Dynon Road WEST MELBOURNE 3003,West Melbourne (Industrial),1960.0,,1.0,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1.0,0.0,True,144.9163,-37.8014,POINT (144.9162671 -37.80135656)
2019,372,508929,508929,,83 Courtney Street NORTH MELBOURNE 3051,North Melbourne,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9512,-37.8001,POINT (144.9511949 -37.8001267)
2019,856,102526,102526,,157-165 Walsh Street SOUTH YARRA VIC 3141,South Yarra,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9854,-37.8343,POINT (144.9853708 -37.83429277)
2019,2519,614619,614619,,45 McConnell Street KENSINGTON VIC 3031,Kensington,1900.0,,1.0,House/Townhouse,,,,,,144.929,-37.7914,POINT (144.9289642 -37.79142005)
2019,542,110890,110890,,94-96 The Crescent KENSINGTON VIC 3031,Kensington,1998.0,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9199,-37.7948,POINT (144.9198907 -37.79478777)
2019,558,612644,612644,,195 Stockmans Way KENSINGTON VIC 3031,Kensington,,2009.0,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,0.0,,144.9174,-37.7935,POINT (144.9174347 -37.79348516)
2019,815,110392,110392,,272 City Road SOUTHBANK VIC 3006,Southbank,1880.0,1973.0,2.0,Storage,Low level of accessibility,All entrances have steps,1.0,0.0,False,144.9593,-37.8261,POINT (144.9592562 -37.82614172)
2019,428,108356,108356,,201 Roden Street WEST MELBOURNE 3003,West Melbourne (Residential),,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9459,-37.8096,POINT (144.9458721 -37.80958863)
2019,926,103894,103894,,122-124 Flemington Road PARKVILLE 3052,Parkville,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9413,-37.788000000000004,POINT (144.9412568 -37.78798462)
2019,413,568593,568593,,661-667 Spencer Street WEST MELBOURNE 3003,West Melbourne (Residential),1980.0,,2.0,Office,Low level of accessibility,All entrances have steps,1.0,0.0,True,144.9444,-37.8062,POINT (144.9444423 -37.80624031)
2019,326,100109,100108,,388-396 Abbotsford Street NORTH MELBOURNE 3051,North Melbourne,,,3.0,Residential Apartment,High level of accessibility,Main Entrance has ramp,3.0,0.0,,144.9468,-37.7975,POINT (144.9468176 -37.79748714)
2019,52,105389,105389,,184 King Street MELBOURNE 3000,Melbourne (CBD),1925.0,,2.0,Retail - Shop,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,0.0,,144.9557,-37.8157,POINT (144.9557169 -37.81571632)
2019,922,104171,104171,,90-92 Gatehouse Street PARKVILLE 3052,Parkville,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9538,-37.7949,POINT (144.9537985 -37.79488112)
2019,424,109706,109706,,297-307 Victoria Street WEST MELBOURNE 3003,West Melbourne (Residential),1883.0,1995.0,2.0,Residential Apartment,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9514,-37.8056,POINT (144.9513747 -37.8056254)
2019,859,106463,106463,,24-26 Marne Street SOUTH YARRA VIC 3141,South Yarra,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9842,-37.8365,POINT (144.9842351 -37.83650946)
2019,324,101356,101356,,29 Canning Street NORTH MELBOURNE 3051,North Melbourne,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9452,-37.7967,POINT (144.9451661 -37.79667877)
2019,101,573826,573826,,45-47 Batman Street WEST MELBOURNE 3003,West Melbourne (Residential),1930.0,,1.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,0.0,,144.9517,-37.8111,POINT (144.9516844 -37.81107653)
2019,354,103525,103525,,10-14 Errol Street NORTH MELBOURNE 3051,North Melbourne,1880.0,,2.0,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,0.0,,144.9496,-37.8048,POINT (144.94957110000001 -37.80483138)
2019,513,560891,560891,,47 Albermarle Street KENSINGTON VIC 3031,Kensington,,,3.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9333,-37.795,POINT (144.9332553 -37.79504925)
2019,523,104399,104399,Merrim Terrace,69 Gower Street KENSINGTON VIC 3031,Kensington,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9279,-37.796,POINT (144.9278726 -37.79595324)
2019,2542,615223,615223,,32 Smith Street KENSINGTON VIC 3031,Kensington,1900.0,,1.0,House/Townhouse,,,,,,144.9331,-37.7918,POINT (144.9330594 -37.79175458)
2019,928,608450,608450,,17 Parkville Avenue PARKVILLE 3052,Parkville,2006.0,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9411,-37.7805,POINT (144.9411017 -37.7805207)
2019,371,103482,103482,,182 Errol Street NORTH MELBOURNE 3051,North Melbourne,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9504,-37.8006,POINT (144.9503579 -37.80055638)
2019,12,105398,105398,,34 King Street MELBOURNE 3000,Melbourne (CBD),1973.0,,1.0,Equipment Installation,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,0.0,,144.9574,-37.8194,POINT (144.9574208 -37.81943027)
2019,47,102192,102192,,15 Coromandel Place MELBOURNE 3000,Melbourne (CBD),1923.0,1994.0,1.0,Residential Apartment,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,0.0,,144.9691,-37.8132,POINT (144.9690561 -37.81322966)
2019,2508,618152,618152,,17 Calwell Street KENSINGTON VIC 3031,Kensington,1992.0,,2.0,House/Townhouse,,,,,,144.9274,-37.7886,POINT (144.9273958 -37.78858198)
2019,2535,615120,615120,,24 Barnett Street KENSINGTON VIC 3031,Kensington,1920.0,,1.0,House/Townhouse,,,,,,144.9323,-37.7908,POINT (144.9322773 -37.79084239)
2019,426,105347,105347,,559-577 King Street WEST MELBOURNE 3003,West Melbourne (Residential),1970.0,1990.0,1.0,Retail - Cars,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9498,-37.806999999999995,POINT (144.9497506 -37.80696616)
2019,2523,614831,614831,,522 Macaulay Road KENSINGTON VIC 3031,Kensington,1880.0,1970.0,2.0,Unoccupied - Unused,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2.0,,False,144.9287,-37.794000000000004,POINT (144.9286995 -37.79404917)
2019,857,107831,107831,,927-931 Punt Road SOUTH YARRA VIC 3141,South Yarra,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9874,-37.8327,POINT (144.9874052 -37.83267006)
2019,2544,615422,615422,,62 Smith Street KENSINGTON VIC 3031,Kensington,1900.0,,1.0,House/Townhouse,,,,,,144.9344,-37.7919,POINT (144.9343638 -37.79189281)
2019,507,100817,100817,,7-11 Barrett Street KENSINGTON VIC 3031,Kensington,1960.0,1970.0,1.0,Workshop/Studio,Low level of accessibility,All entrances have steps,1.0,0.0,False,144.9346,-37.7972,POINT (144.9345621 -37.79721902)
2019,358,107502,107502,,151 Peel Street NORTH MELBOURNE 3051,North Melbourne,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9559,-37.8045,POINT (144.9559018 -37.80448779)
2019,2529,615827,615827,,30 Rankins Road KENSINGTON VIC 3031,Kensington,2015.0,1970.0,3.0,Residential Apartment,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,False,144.9316,-37.7896,POINT (144.9315703 -37.78958752)
2019,564,109176,109176,,25-29 Stockmans Way KENSINGTON VIC 3031,Kensington,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9223,-37.7916,POINT (144.922299 -37.79155547)
2019,906,108499,108499,AMA House,293-301 Royal Parade PARKVILLE 3052,Parkville,1970.0,,2.0,Office,High level of accessibility,Main Entrance has ramp,3.0,0.0,,144.9584,-37.7866,POINT (144.9583643 -37.78655991)
2019,547,100943,100943,,8-10 Bayswater Road KENSINGTON VIC 3031,Kensington,1987.0,1970.0,2.0,Residential Apartment,Low level of accessibility,All entrances have steps,1.0,,False,144.925,-37.7924,POINT (144.9249548 -37.79239762)
2019,441,528898,528898,,171-175 Rosslyn Street WEST MELBOURNE 3003,West Melbourne (Residential),2016.0,,5.0,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,4.0,,144.9491,-37.8097,POINT (144.9490732 -37.80971674)
2019,344,109769,109769,,630-632 Victoria Street NORTH MELBOURNE 3051,North Melbourne,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9454,-37.8044,POINT (144.9454253 -37.80442571)
2019,416,104744,104744,,126 Hawke Street WEST MELBOURNE 3003,West Melbourne (Residential),,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9444,-37.8091,POINT (144.9443505 -37.80913407)
2019,335,100485,100485,,147-157 Arden Street NORTH MELBOURNE 3051,North Melbourne,1993.0,,1.0,Retail - Shop,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,0.0,,144.9443,-37.8006,POINT (144.9442553 -37.80062911)
2019,406,106572,106572,,21 Miller Street WEST MELBOURNE 3003,West Melbourne (Residential),,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9468,-37.8062,POINT (144.9467787 -37.8061793)
2019,562,110842,110842,,11 Halford Lane KENSINGTON VIC 3031,Kensington,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9207,-37.7916,POINT (144.9206695 -37.79164652)
2019,2537,614875,614875,,58 Parsons Street KENSINGTON VIC 3031,Kensington,1900.0,,1.0,House/Townhouse,,,,,,144.9341,-37.7903,POINT (144.9340638 -37.79033696)
2019,345,103411,103411,,59 Errol Street NORTH MELBOURNE 3051,North Melbourne,1901.0,,2.0,Hospital/Clinic,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,0.0,,144.9491,-37.8037,POINT (144.9490758 -37.80366483)
2019,564,110768,110768,,1-3 Watkins Way KENSINGTON VIC 3031,Kensington,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9216,-37.7921,POINT (144.9216468 -37.79205052)
2019,2545,615435,615435,,106-116 Stubbs Street KENSINGTON VIC 3031,Kensington,1930.0,1970.0,1.0,Office,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,0.0,False,144.935,-37.793,POINT (144.9349708 -37.79301281)
2019,418,108363,108363,,220-228 Roden Street WEST MELBOURNE 3003,West Melbourne (Residential),2010.0,,4.0,Residential Apartment,Low level of accessibility,All entrances have steps,1.0,0.0,,144.945,-37.8095,POINT (144.9450472 -37.80954104)
2019,414,104773,104773,,38-42 Hawke Street WEST MELBOURNE 3003,West Melbourne (Residential),1980.0,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,0.0,,144.9463,-37.8073,POINT (144.9463226 -37.80732993)
2019,2535,615045,615045,,24 Parsons Street KENSINGTON VIC 3031,Kensington,1970.0,,1.0,House/Townhouse,,,,,,144.9325,-37.7902,POINT (144.9324996 -37.79017082)
2019,93,105475,105475,Hudson on LaTrobe Apartments,394-400 La Trobe Street MELBOURNE 3000,Melbourne (CBD),1972.0,1998.0,5.0,Residential Apartment,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9577,-37.8107,POINT (144.9577248 -37.81074153)
2019,856,100176,100176,,31-37 Acland Street SOUTH YARRA VIC 3141,South Yarra,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9845,-37.8335,POINT (144.9845108 -37.83348294)
2019,552,102275,102275,,22 Graham Street KENSINGTON VIC 3031,Kensington,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9217,-37.7928,POINT (144.9217393 -37.792819)
2019,345,103406,103406,,43-45 Errol Street NORTH MELBOURNE 3051,North Melbourne,1870.0,,2.0,Retail - Shop,Low level of accessibility,All entrances have steps,1.0,0.0,,144.94899999999998,-37.804,POINT (144.9490328 -37.80396432)
2019,516,109472,109472,,46 Tennyson Street KENSINGTON VIC 3031,Kensington,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9297,-37.7979,POINT (144.9296833 -37.79792173)
2019,2540,629480,629480,,153-159 Stubbs Street KENSINGTON VIC 3031,Kensington,1970.0,1970.0,1.0,Unoccupied - Unused,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,0.0,False,144.9353,-37.7941,POINT (144.9352729 -37.794085)
2019,432,101971,101971,,12 Chetwynd Street WEST MELBOURNE 3003,West Melbourne (Residential),,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.952,-37.8076,POINT (144.9520466 -37.80764723)
2019,77,108576,108576,,260-262 Russell Street MELBOURNE 3000,Melbourne (CBD),1907.0,,3.0,Storage,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9672,-37.8103,POINT (144.967227 -37.81025487)
2019,812,110355,110355,,63-65 City Road SOUTHBANK VIC 3006,Southbank,1900.0,,2.0,Educational/Research,Low level of accessibility,All entrances have steps,1.0,0.0,False,144.9658,-37.8222,POINT (144.9658443 -37.82222493)
2019,923,104139,104139,,176 Gatehouse Street PARKVILLE 3052,Parkville,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9559,-37.7932,POINT (144.9559065 -37.79323054)
2019,2524,616020,616020,,476 Macaulay Road KENSINGTON VIC 3031,Kensington,1910.0,1970.0,2.0,Retail - Shop,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2.0,,False,144.9301,-37.7943,POINT (144.9301072 -37.7942602)
2019,922,104156,104156,,128-130 Gatehouse Street PARKVILLE 3052,Parkville,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9547,-37.7942,POINT (144.9546911 -37.79417907)
2019,437,106677,106677,,32 Milton Street WEST MELBOURNE 3003,West Melbourne (Residential),,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9539,-37.8078,POINT (144.953923 -37.80776205)
2019,556,555932,555932,,22 Simpson Walk KENSINGTON VIC 3031,Kensington,1999.0,,3.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9174,-37.7949,POINT (144.9173673 -37.79485661)
